"Location_ID","X_Coord","Y_Coord","Latitude","Longitude","Coord_Units","Coord_System","UTM_Zone","Datum","Est_H_Error","Unit_ID","Loc_Type","Loc_Notes","Plot_Number","GRTS_Order","Panel","Directions","Rejected","Elevation","Aspect","Orientation","Change_Orientation","Physiographic_Class","Terrain_Position","USNVC_Formation","Created_By","Created_Date","Updated_By","Updated_Date","Stand_Origin_Year"
"7D90B24E-CE22-4988-B5A6-907F9EE69C98",283854,4239298,38.27574173,-77.47097607,"meters","UTM","18N","NAD83",2.29999995231628,"FRSP_FRED","VS","squirrels ate all the tags","273",24,"4","Plot about 15 m off of the trail from Quarters 2",FALSE,NA,340,207,FALSE,12,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 11:06:42,"mary  short",2014-08-18 15:11:10,NA
"7DE15522-1840-484B-9705-8C6DBD7BE465",307848,4407798,39.79845738,-77.24439601,"meters","UTM","18N","NAD83",2,"GETT","VS","plot center is beneath cwd","170",42,"3","take Wheatfield road to Ayres Ave, follow most of the way around to pull off before reaching Wheatfield road, hike along road and then in about 60m",FALSE,NA,148,328,FALSE,22,NA,NA,"Danielle  Bara",2012-06-13 16:20:05,"Danielle  Bara",2017-07-25 13:29:43,NA
"7E3E9CF4-94C5-429C-8C03-9259EB153438",612759,4108570,37.11668087,-79.73079058,"meters","UTM","17N","NAD83",3.09999990463257,"BOWA","VS","club moss dominates understory; Nys syl possibly confused with oxydendrun arboreum - corrected in 2016. Orientation was recorded as 303 in 2008","094",3,"2","Road from elementary school behind tobacco barn",FALSE,NA,100,279,FALSE,12,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-30 15:48:29,"Camilla  Seirup",2016-08-09 13:14:40,NA
"7E7D5C84-BC40-4133-A444-ADABD100E172",366093,4118302,37.20158969,-76.50892336,"meters","UTM","18N","NAD83",1.60000002384186,"COLO_YORK","VS","Center Tag #13195. Pinus taeda canopy, mixed hardwood midstory, sparse subcanoy and groundcover.","331",8,"1","Park on tour rd, right before forest. Plot is 90m from the road.",FALSE,NA,0,5,FALSE,21,NA,NA,"Thomas  Faust",2011-10-04 10:41:14,"Camilla  Seirup",2015-08-11 15:35:24,NA
"7F48C7AC-4D2D-4ECF-A209-AA883EC62FAD",291602,4123059,37.23077424,-77.34912146,"meters","UTM","18N","NAD83",1.79999995231628,"PETE_EAST","VS","Stiltgrass understory, cedar over story.","138",15,"2","drive in on trail from Resource office, park near fenced off utility building.",FALSE,NA,0,360,FALSE,21,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2012-09-10 08:40:27,NA
"7FBFE2B2-D8F2-4E38-8C9F-E060C1DC2AC0",460849,4437801,40.08958137,-75.45925892,"meters","UTM","18N","NAD83",2.79999995231628,"VAFO","VS","changed orientation from 305 to 290.","077",15,"2","Park in suburbia at head of horseshoe trail",FALSE,NA,275,290,FALSE,12,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Camilla  Seirup",2016-07-26 13:12:34,NA
"7FC3E90A-5FBC-4E07-A7AF-B2BB58F1475A",364854,4122302,37.23745466,-76.52360541,"meters","UTM","18N","NAD83",1.60000002384186,"COLO_YORK","VS","low-flow stream running through plot.  A bit mucky throughout.  Boots may be helpful, but didn't need them when plot was established.","344",30,"2","From Colonial parkway, walk SW to floodplain, about 90m.",FALSE,NA,0,360,FALSE,26,NA,NA,"Jesse S Wheeler",2012-08-16 10:41:55,"Jesse S Wheeler",2012-08-16 10:59:39,NA
"8061E122-42B0-4102-B70B-61139E1B1565",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"PETE_EAST","VS",NA,"",5,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"80648542-74C8-4D56-A136-482657B35526",268349,4243533,38.31000319,-77.64944656,"meters","UTM","18N","NAD83",2.09999990463257,"FRSP_CHWILD","VS",NA,"204",35,"3","Park on shoulder of Rt. 3 and walk about 30 m into plot. Plot too close to Highway and moved south 20 m.",FALSE,NA,0,352,FALSE,21,NA,NA,"Mark  Johnson",2012-06-13 16:20:05,"Mark  Johnson",2013-08-22 14:46:38,NA
"80927639-B4F7-418A-9915-E2AECFF08475",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"PETE_EAST","VS",NA,"",9,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"80A5B95F-ACE5-48BA-886F-D591C2F3E21B",462859,4441047,40.1189169,-75.43586797,"meters","UTM","18N","NAD83",6.40000009536743,"VAFO","VS","changed orientation from 360 to 37.8.","079",16,"2",NA,FALSE,NA,230,38,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-10-04 15:27:38,"Camilla  Seirup",2016-07-28 08:23:23,NA
"810507E8-BE49-43E9-8CDD-346BB2B48CFF",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"RICH","VS",NA,"",1,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"816F37F7-1854-4663-BCE5-DA834D8A1EDB",270607,4242803,38.30401134,-77.62340953,"meters","UTM","18N","NAD83",2,"FRSP_CHWILD","VS","sloped mixed hardwood; carex and ferns in understory","282",38,"4","50m @ 200 degrees from main roadside",FALSE,NA,170,345,FALSE,23,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 14:16:12,"mary  short",2014-09-02 07:59:57,NA
"818D955F-86A6-41CE-8CA2-8B82579310FB",460352,4439564,40.1054416,-75.46519692,"meters","UTM","18N","NAD83",2.70000004768372,"VAFO","VS","Decent slope on rocky embankment (levy?) with trail at top and trail close to bottom.","082",18,"2","Take River trail down about 1km, plot about 20m NE from trail.",FALSE,NA,230,38,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2012-07-31 08:58:28,NA
"81E8F3A2-17B0-4C20-8A82-006F64D4F005",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"GETT","VS",NA,"",7,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"83BF3F6F-C0F6-4BAD-BEFA-1929E7820BD5",291365,4123548,37.23512539,-77.35192781,"meters","UTM","18N","NAD83",1.89999997615814,"PETE_EAST","VS","mixed hardwood with sparse understory","297",25,"4","Take trail.  Plot approx. 20m from trail.",FALSE,NA,195,13,FALSE,21,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 12:26:33,"Mary  Short",2014-09-08 10:00:18,NA
"8423BABB-D192-4AA2-9446-625912698734",696128,4139124,37.37813756,-78.78484993,"meters","UTM","17N","NAD83",0,"APCO","VS",NA,"071",8,"1",NA,FALSE,NA,266,10,FALSE,12,NA,NA,"Josh J Hamrick",2012-06-13 16:20:05,"Josh J Hamrick",2015-08-05 10:02:59,NA
"8475039C-764E-46BE-9605-A6BDDC70941E",291835,4163557,37.59555875,-77.35790869,"meters","UTM","18N","NAD83",5.30000019073486,"RICH","VS",NA,"148",18,"2","If you take trail from park parking bring boots and extra socks.  Bridge out in 2016 and had to cross the creek.  Plot mucky in places.  Easier to get to plot from cul de sac behind park.  Address of 7303 Old Cold Harbor rd. Mechanicsville, VA.",FALSE,NA,0,360,FALSE,26,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Josh J Hamrick",2016-08-24 14:36:23,NA
"84B6CAC9-34C6-4540-BA5A-6763B38DB2C6",694414,4138516,37.37302211,-78.80435521,"meters","UTM","17N","NAD83",2.70000004768372,"APCO","VS","Short Ace rub, Lir tul, Pin vir canopy. Smilax thicket","265",29,"4","290m @ 155 degrees from NC memorial Parking Lot",FALSE,NA,0,360,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 10:43:57,"Robin  Fletcher",2018-08-07 12:24:35,NA
"8507CDE3-0BCD-479F-84C2-F5CDE4BA32E9",309351,4409046,39.81003162,-77.22721571,"meters","UTM","18N","NAD83",2.20000004768372,"GETT","VS","Plot has several boulders, looks to be old quarry site.  Plot orientation changed from 254 to 252 in 2013.","167",34,"3","Park along Visitor Center road.",FALSE,NA,20,252,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-07-29 10:07:22,NA
"86CEFED6-292E-4924-8F54-034E25C4A4EA",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"RICH","VS",NA,"",7,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"86F904C4-B5CC-44A9-A201-928354F1FA7E",693624,4139222,37.37954651,-78.81308654,"meters","UTM","17N","NAD83",3.29999995231628,"APCO","VS","perennial stream runs through plot.","102",16,"2","Bush wack Baby.",FALSE,NA,270,95,FALSE,21,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2012-08-13 08:59:00,NA
"87D0E280-8D40-43FE-95ED-D1DEB68C9C85",271352,4234320,38.22782829,-77.61215922,"meters","UTM","18N","NAD83",2.40000009536743,"FRSP_SPOT","VS","Acidic Oak/Hickory. Sparse understory. Steep drop of in bottom half of plot. 2014 - changed orientation to 195 from 192 degrees.","319",27,"4","Follow dirt road then 360 m off trail",FALSE,NA,12,195,FALSE,23,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 19:31:35,"Camilla  Seirup",2014-08-19 08:31:39,NA
"88986DE7-33DC-44AA-89B3-D15B634FFFFE",NA,NA,NA,NA,"Meters","UTM","18N","NAD83",NA,"FRSP_FRED","VS","Plot between plot boundry and high tension wires all approximatley less than 15 meters.",NA,27,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,2010-09-22 14:48:31,NA,2010-09-22 14:48:31,NA
"8A9AF3F0-78B9-4116-9C75-111D0979B428",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"GEWA",NA,"Forest strip too narrow between salt marsh and managed field.",NA,8,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,2011-10-04 14:19:15,NA,2011-10-04 14:19:15,NA
"8B8772C3-20BF-4F3C-937A-0C78C5DEF47D",298854,4159296,37.55874371,-77.27729261,"meters","UTM","18N","NAD83",2.40000009536743,"RICH","VS","center stake flush with ground; all stakes missing (and reset) except bottom micro, bl and uc; br in water; all trees tags also missing; row boats found right outside plot; plot directly adjacent to large swamp; plot mixed hardwood, mesic, possible flood plain; br stake in swamp","219",23,"3","To get to plot you have to cross a large unmapped swamp (2009 crew hiked in from Turkey Hill Trl.)",FALSE,NA,0,2,FALSE,26,NA,NA,"mary  short",2012-06-13 16:20:05,"mary  short",2013-09-20 10:03:12,NA
"8BF05E61-6C30-49AD-9632-4E4871BAFFCE",366106,4120549,37.22183921,-76.50918022,"meters","UTM","18N","NAD83",NA,"COLO_YORK","VS","Center Tag 15119. Paw paw seedlings as groundcover, mixed hardwood and pinus taeda canopy.","338",20,"1","Park on Goosley Rd. There is a pullout near the cemetary which is a little farther from the plot but is safer. Than walk down Goosley rd, walk to end of field and then cut into woods.",FALSE,NA,0,360,FALSE,21,NA,NA,"Thomas  Faust",2011-10-04 11:52:22,"Camilla  Seirup",2015-08-12 08:51:26,NA
"8D4050C0-C589-407A-9442-D22F7B93AA8B",434105,4450558,40.20283752,-75.77426034,"meters","UTM","18N","NAD83",3.29999995231628,"HOFU","VS","Center Tag?","163",9,"3","From visitor's center take dirt road to Administration office. Take left at 1st intersection. Go toward small stream with wooden bridge and cross bridge. Go through unlatched gate. Take right at first intersection after gate. Follow road until it dead ends in parking lot for residence.",FALSE,NA,41,225,FALSE,22,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-07-24 13:36:22,NA
"8E202247-6C51-41EE-878A-404FE4650565",307350,4406050,39.78260722,-77.24969565,"meters","UTM","18N","NAD83",1.5,"GETT","VS","Near health cut, southern half of plot in sapling regen age.","356",64,"2","Take hiking trail to the south from Confederate rd.  Bushwack about 100m.",FALSE,NA,0,360,FALSE,19,NA,NA,"Jesse S Wheeler",2012-08-09 07:52:11,"Jesse S Wheeler",2012-08-09 08:01:02,NA
"8F792970-6254-419E-A46B-71C14D1116AD",367354,4120049,37.21751209,-76.49502889,"meters","UTM","18N","NAD83",2.5,"COLO_YORK","VS","Center Tag #1149. Center tag not located but stake was located 8/6/19. Center tag # now 12260. Pine and Tulip poplar overstory with Prunus serotina and Liriodendron tulipifera midstory. Ilex opaca subacnopy with low ground cover","332",23,"1","Park on historical tour road in pull-out just after the field and interp sign. Walk down road about 50 m to join social trail. Follow social trail for about 400m, then turn West, plot is about 125m west of social trail.",FALSE,NA,180,360,FALSE,21,NA,NA,"Thomas  Faust",2011-10-04 09:22:15,"Sam A Bietsch",2019-08-06 11:48:28,NA
"90C19A74-7E0B-4936-8370-00AA9BE0954C",462347,4437299,40.08512699,-75.44165798,"meters","UTM","18N","NAD83",0,"VAFO","VS","Center Tag #1149","037",1,"1","Park at either Anthony Wayne statue (horse) and walk 300m through field to forested area, or park along 252 at trail head and take trail into forest to plot.",FALSE,NA,0,360,FALSE,21,NA,NA,"Johanna  Fickenscher",2011-08-03 17:17:59,"Brock-Montgomery R Devo",2019-07-16 11:42:46,NA
"9153F007-0809-42FB-B041-48E728847E45",258848,4245296,38.32336975,-77.75859931,"meters","UTM","18N","NAD83",2.5,"FRSP_CHWILD","VS","Mixed hardwood, large canopy gap with mid story regen. Sparse groundcover. 2014 - changed orientation from 360 to 257 degrees.","284",39,"4","~ 80m at 340 degrees off of the trail. 30 m off bridle path.",FALSE,NA,180,257,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 14:47:32,"Camilla  Seirup",2014-08-21 10:43:10,NA
"91F278A8-4F90-43A4-AF06-BBFFFD1CF95E",272120,4233303,38.21886688,-77.60306716,"meters","UTM","18N","NAD83",2.40000009536743,"FRSP_SPOT","VS",NA,"145",10,"2",NA,FALSE,NA,0,360,FALSE,22,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Josh J Hamrick",2016-08-23 09:53:45,NA
"92D78A4D-3D5F-40E3-A52A-E7DD6876DE71",268107,4243048,38.30557433,-77.65205252,"meters","UTM","18N","NAD83",3,"FRSP_CHWILD","VS",NA,"125",25,"2",NA,FALSE,NA,44,224,FALSE,12,NA,NA,"Thomas  Faust",2012-06-13 16:20:05,"Thomas  Faust",2012-08-29 08:29:02,NA
"9304F097-8E13-4F84-BA69-B8A64A65641E",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"VAFO","VS",NA,"",9,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"930E4FD9-4DCC-4358-BD39-C43A2FE0A1FD",308845,4408550,39.80545242,-77.23297817,"meters","UTM","18N","NAD83",1.29999995231628,"GETT","VS","Swamp white oak overstory (some health cut) with rubus, lots of rosa, shrubs and tall seedling understory.","255",50,"4","Park Behind Maintenance building and walk southeast ~ 150 m. Changed orientation from 360 to 7 7/29/2014",FALSE,NA,0,7,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 08:50:55,"Camilla  Seirup",2018-07-31 15:25:37,NA
"935C1748-FDE9-4C7E-8FDD-A3E946F0C6E9",290852,4124552,37.24405287,-77.35798818,"meters","UTM","18N","NAD83",2.20000004768372,"PETE_EAST","VS","Sweetgum midstory, Loblolly overstory.","139",14,"2","About 70m west of the Visitor Center.",FALSE,NA,0,360,FALSE,21,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2012-09-10 15:14:14,NA
"93C2789D-59BE-47FB-B051-3E7085E0AD9E",285600,4237050,38.25591878,-77.45035227,"meters","UTM","18N","NAD83",NA,"FRSP_FRED","VS","sparse groundcover, Oak canopy, ilex subcanopy. UL micro is set at 313 degrees for some reason. 2015 crew decided not to move it.","002",8,"1","Park on Lee drive. Short, easy bushwack",FALSE,NA,0,360,FALSE,21,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2015-08-13 11:36:56,NA
"940E002C-A332-4F49-92C3-C7274B350F3F",309851,4408809,39.80800978,-77.22130999,"meters","UTM","18N","NAD83",2.29999995231628,"GETT","VS","mixed hardwood canopy with thick barberry and lindera understory. Difficult to shoot angles due to thick understory.","171",45,"3","Directions:
Park at Waypoint P171 (it's a large turn-out across the street from 2151 Penna Cavalry (handwriting not clear)  Memorial;  
 Follow field edge until you reach a bridge; Follow trail until about 40 meters to plot",FALSE,NA,324,141,FALSE,22,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2013-07-29 09:54:08,NA
"9439C1EA-D50B-4280-B351-52CF64EA2DBB",266104,4113575,37.13932703,-77.63331129,"meters","UTM","18N","NAD83",2.79999995231628,"PETE_FIVE","VS",NA,"110",8,"2",NA,FALSE,NA,0,360,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-10-04 13:51:30,"Josh J Hamrick",2016-09-13 11:15:32,NA
"95C04650-8D72-4DD2-A901-6C9E72369362",322355,4265799,38.52286853,-77.03781016,"meters","UTM","18N","NAD83",2.40000009536743,"THST","VS","Sparse mic vem and sedge understory, Asimina and Ilex mid, mixed hardwood canopy","325",7,"1","Walk South from visitor center ~800m.  Plot on a slope, ~20m from power line cut.",FALSE,NA,250,70,FALSE,23,NA,NA,"Johanna  Fickenscher",2011-10-03 08:43:40,"Sam A Bietsch",2019-09-04 12:19:44,NA
"96D97888-6810-43B8-A7E2-72D6E284F32F",463355,4440555,40.11450605,-75.4300194,"meters","UTM","18N","NAD83",1.89999997615814,"VAFO","VS","cap for plot center was  missing but rebar is still in ground, added another piece of bent rebar with flagging. Found cap scattered on plot and put back into center.","156",26,"3",NA,FALSE,NA,132,358,FALSE,22,NA,NA,"Emilie  Schuler",2012-06-13 16:20:05,"Danielle  Bara",2017-07-20 11:46:51,NA
"971BB31B-34A9-49D9-A39A-FDA4622BB1F1",694106,4139503,37.38197677,-78.80757244,"meters","UTM","17N","NAD83",2.79999995231628,"APCO","VS",NA,"262",25,"4","Two drainages at 5ft deep run to the right and left of plot center",FALSE,NA,310,130,FALSE,23,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 09:39:30,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 09:41:17,NA
"97766CA4-4BDC-4415-97A5-62C7DD589A81",285603,4236549,38.25140837,-77.45016644,"meters","UTM","18N","NAD83",3.20000004768372,"FRSP_FRED","VS","Some huckleberry understory, pretty open mid-story. Changed plot orientation from 187 to 170.","114",11,"2","Park on S. Lee drive.  Hike SW about 300m",FALSE,NA,10,170,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Camilla  Seirup",2016-08-18 13:19:45,NA
"98CD7D88-9873-4A97-8A93-DD3569D4F67C",284348,4237075,38.25584432,-77.46465664,"meters","UTM","18N","NAD83",2.20000004768372,"FRSP_FRED","VS","Fair amount of CWD, mixed canopy and sparse heath understory.  Changed orientation from 360 to 359 (2013).","200",19,"3","Plot moved 20 meters north because too close to road",FALSE,NA,0,359,FALSE,21,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-08-28 15:14:54,NA
"99241065-E06A-407C-8447-2D4834F885A7",268095,4243550,38.3100906,-77.65235432,"meters","UTM","18N","NAD83",2.20000004768372,"FRSP_CHWILD","VS","Deposit of trash/glass items right outside of plot.
BR corner stake offset to 12.5 HD due to tree.
Oak and hickory with sparse understory","221",28,"3","park on tour road (across rt 3 from vistors center) hike trail 70m to plot",FALSE,NA,0,355,FALSE,21,NA,NA,"mary  short",2012-06-13 16:20:05,"mary  short",2013-08-22 12:43:01,NA
"99BD221E-A4ED-4398-9F48-7E10E0B80156",268099,4115058,37.15317789,-77.61133139,"meters","UTM","18N","NAD83",NA,"PETE_FIVE","VS","pine overstory, oak midstory, sparse vaccinium understory.","103",9,"2","Drive to end of rd., then hike about 450m east, skirting wetland.",FALSE,NA,70,240,FALSE,23,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2012-09-12 08:54:27,NA
"9A04AC35-3BCE-4DBD-8CDD-C024BF02FF64",365860,4117796,37.19699667,-76.51145714,"meters","UTM","18N","NAD83",4.09999990463257,"COLO_YORK","VS","loblolly pine and red maple dominated; temporary stream through plot (possibly permanent?) 2017 - visited plot after heavy rain, stream very full.","359",46,"3","Access French Loop from Surrender Field, park at fire road after field and walk about 600m down fire road, 50m off fire road (right side)",FALSE,NA,0,360,FALSE,26,NA,NA,"mary  short",2013-08-12 09:07:22,"Camilla  Seirup",2017-08-08 09:26:19,NA
"9A1E3EAA-440A-41D6-9F41-FDC0D5277570",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"VAFO","VS",NA,"",2,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"9AE63D27-10E4-4E73-9021-E9F07237293B",694586,4139783,37.38439817,-78.80208084,"meters","UTM","17N","NAD83",3.40000009536743,"APCO","VS","plot has small creek bed running through bottom.  Not very shrubby. Changed orientation from 270 to 280.","099",9,"2","Park near employee housing and bushwack north about 350m",FALSE,NA,90,280,FALSE,29,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Mikayla A Bittner",2016-08-08 11:45:59,NA
"9D46AFD5-A76B-4468-AD39-279770D414DD",269350,4243551,38.3104232,-77.63801501,"meters","UTM","18N","NAD83",2.40000009536743,"FRSP_CHWILD","VS","Oak heath","128",23,"2","Park at parking lot just before Rt. 3. follow trail through field and into woods to plot. Plot is at field edge",FALSE,NA,0,338,FALSE,19,NA,NA,"Thomas  Faust",2012-06-13 16:20:05,"Camilla  Seirup",2016-08-29 13:50:50,NA
"9DC14C51-E9D9-4130-B3F7-DB00611E8382",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"PETE_FIVE","VS",NA,"",5,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"9E9FBE8E-7CD7-4226-B3D2-4DF1D5062493",290852,4123795,37.23723501,-77.35777568,"meters","UTM","18N","NAD83",2,"PETE_EAST","VS","mixed hardwood with sparse understory with microstegium","191",19,"3","Park on tour road at tour stop #2, and walk over/around earthworks to plot.",FALSE,NA,0,360,FALSE,11,NA,NA,"Mary  Short",2012-06-13 16:20:05,"Mark  Johnson",2017-08-14 15:53:08,NA
"9EB76221-AD72-42F2-964E-C5AA68B961DA",289104,4162566,37.58601222,-77.38853316,"meters","UTM","18N","NAD83",1.5,"RICH","VS","Mixed hardwood canopy, mic vim ground cover. 2014 - changed orientation to 230 from 240 degrees.","309",34,"4","Appx. 30 meters from gated road off of highway 360. Or park in park unit parking lot and walk to plot 180m (down bluff and across dirt road)",FALSE,NA,50,230,FALSE,21,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 15:30:40,"Camilla  Seirup",2014-09-11 11:09:41,NA
"9F2E2F44-3FEA-496D-BC0A-F8F14D8EC54F",267097,4113801,37.14160987,-77.62221261,"meters","UTM","18N","NAD83",NA,"PETE_FIVE","VS",NA,"105",11,"2",NA,FALSE,NA,0,360,FALSE,21,NA,NA,"Thomas  Faust",2012-06-13 16:20:05,"Thomas  Faust",2012-09-11 08:26:05,NA
"9F8C491B-AF77-4FB1-B83B-AEC803F9E4DB",321850,4266561,38.52963042,-77.04379392,"meters","UTM","18N","NAD83",4.69999980926514,"THST","VS","lots of spicebush, some sycamore not too tall.  Bottom half of plot transitions to terrace with large tulip poplars","130",2,"2","Hike past little house and through small field, down slope.",FALSE,NA,230,45,FALSE,23,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Josh J Hamrick",2016-08-25 10:52:31,NA
"A01ABF7E-FAC8-4393-AAB2-906DF75A6FA2",283342,4116809,37.17260429,-77.44034103,"meters","UTM","18N","NAD83",NA,"PETE_EAST","VS","Gaylussacia groundcover, Pinus taeda and mixed hardwood canopy.","023",1,"1","Park in cemetary parking lot off of Flank rd. 27000 Flank Rd, Petersburg VA 23803 should get you pretty close. Plot is in the woods across the street 50m away.",FALSE,NA,300,5,FALSE,21,NA,NA,"Jesse S Wheeler",2011-09-07 14:18:50,"Camilla  Seirup",2017-02-23 16:03:27,NA
"A04BF95E-15D2-4FE3-A4AE-2260A1A94D9C",626913,4527247,40.88647452,-73.49356198,"meters","UTM","18N","NAD83",1.89999997615814,"SAHI","VS","Moderate shrub understory, tulip poplar canopy. Many downed trees.","231",5,"3","Take loop nature trail (north side) right to plot (about 10 m away).",FALSE,NA,64,228,FALSE,22,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Emilie  Schuler",2013-09-17 07:51:34,NA
"A102B6B6-11C6-468C-8E9F-4878CDFEB9F2",259055,4245527,38.32550486,-77.75631273,"meters","UTM","18N","NAD83",2,"FRSP_CHWILD","Deer","Deer exclosure. Added '6' to beginning of plot number to denote Deer Exclosure Plot","6329",2,"1","Very close to Lake in the Woods community. Park on Mansion Dr (or Rd), it<U+0092>s a dead end. Plot is off of power line cut. Or Park at exhibit shelter and follow Culpepper Mine trail (take first right after field) to plot.",FALSE,NA,315,360,FALSE,22,NA,NA,"Jesse S Wheeler",2011-09-26 15:42:02,"Camilla  Seirup",2015-09-15 12:19:18,NA
"A1BA56F2-1E94-4995-9FAB-C2CE317710DB",434097,4449798,40.19599031,-75.77427644,"meters","UTM","18N","NAD83",3.20000004768372,"HOFU","VS","Vines and shrubs abound, spicebush, wineberry and bittersweet, oh my!","165",12,"3","Hike in from Rt. 345.  Parking spot at Green Ln.",FALSE,NA,61,241,FALSE,22,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-07-24 08:50:20,NA
"A2800B3D-4314-4E92-A97A-FE49EDDA8F41",289599,4145047,37.4283519,-77.37791868,"meters","UTM","18N","NAD83",1.89999997615814,"RICH","VS","Mixed hardwood with sparse understory and Liquidambar regeneration (mostly on right side of plot near field edge). Plot tagged away from field. Some debris from treefort in plot.","303",38,"4","Park @ Nat. Res. Office.",FALSE,NA,196,16,FALSE,12,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 18:19:39,"Camilla  Seirup",2018-09-06 12:57:21,NA
"A29753EF-7D71-40DF-8034-260A4FD2803C",479680,4211481,NA,NA,"meters","UTM","18 N","NAD83",2,"ASIS","VS","Pinus taeda overstory with sand and pine duff substrate. Sunny, open site.","387",989,"1","Head to KM 33, take road toward Pope Bay campground past gate. Head North from road where forest opens up with sandy substrate. Easy walking about 400m.",FALSE,NA,180,360,FALSE,19,NA,NA,"Devon R Brock-Montgomery",2019-09-11 08:51:31,"Camilla  Seirup",2019-09-19 10:12:07,NA
